chr	strand	BSJ_count	cell_line	tool	circ_id	circ_id_strand	start	end	circ_ID	design	primer_found	total_primer_pairs	passed	failed_spec	failed_SNP	failed_sec_str_temp	failed_sec_str_amp
chr7	+	6	SW480	CIRCexplorer3	chr7:75017597-75020149	chr7:75017597-75020149/+	75017597	75020149	circ02683	0	0	0	0	0	0	0	0
chr2	+	14	HLF	CIRCexplorer3	chr2:85043563-85049648	chr2:85043563-85049648/+	85043563	85049648	circ02684	1	1	20	20	0	0	0	0
chr19	-	7	NCI-H23	CIRCexplorer3	chr19:4702026-4705970	chr19:4702026-4705970/-	4702026	4705970	circ02685	1	1	11	11	0	0	0	0
chr9	-	15	HLF	CIRCexplorer3	chr9:33953284-33973237	chr9:33953284-33973237/-	33953284	33973237	circ02686	1	1	15	8	7	0	0	1
chr1	-	11	HLF	CIRCexplorer3	chr1:225554905-225567414	chr1:225554905-225567414/-	225554905	225567414	circ02687	1	1	20	20	0	0	0	0
chr17	-	9	SW480	CIRCexplorer3	chr17:4066446-4072756	chr17:4066446-4072756/-	4066446	4072756	circ02688	1	1	11	11	0	0	0	0
chr13	-	6	HLF	CIRCexplorer3	chr13:20855626-20868701	chr13:20855626-20868701/-	20855626	20868701	circ02689	1	1	17	17	0	0	0	0
chr12	+	47	HLF	CIRCexplorer3	chr12:100282942-100298175	chr12:100282942-100298175/+	100282942	100298175	circ02690	1	1	20	20	0	0	0	0
chr13	-	6	NCI-H23	CIRCexplorer3	chr13:20821703-20843886	chr13:20821703-20843886/-	20821703	20843886	circ02691	1	1	20	20	0	0	0	0
chr17	-	22	NCI-H23	CIRCexplorer3	chr17:78798399-78838750	chr17:78798399-78838750/-	78798399	78838750	circ02692	1	0	5	0	0	0	0	5
chr11	+	10	SW480	CIRCexplorer3	chr11:118481714-118482495	chr11:118481714-118482495/+	118481714	118482495	circ02693	1	1	7	6	1	0	0	0
chr2	-	16	NCI-H23	CIRCexplorer3	chr2:210153494-210154611	chr2:210153494-210154611/-	210153494	210154611	circ02694	1	1	20	20	0	0	0	0
chr9	-	10	HLF	CIRCexplorer3	chr9:71866798-71875083	chr9:71866798-71875083/-	71866798	71875083	circ02695	1	1	20	20	0	0	0	0
chr2	-	7	HLF	CIRCexplorer3	chr2:63962057-63984019	chr2:63962057-63984019/-	63962057	63984019	circ02696	1	1	4	4	0	0	0	0
chr12	+	14	HLF	CIRCexplorer3	chr12:132103996-132114545	chr12:132103996-132114545/+	132103996	132114545	circ02697	0	0	0	0	0	0	0	0
chr18	-	12	SW480	CIRCexplorer3	chr18:13681604-13682105	chr18:13681604-13682105/-	13681604	13682105	circ02698	1	1	20	20	0	0	0	0
chr8	-	18	SW480	CIRCexplorer3	chr8:73673106-73688813	chr8:73673106-73688813/-	73673106	73688813	circ02699	1	1	20	20	0	0	0	0
chr12	-	6	HLF	CIRCexplorer3	chr12:56430880-56434231	chr12:56430880-56434231/-	56430880	56434231	circ02700	1	1	20	14	6	0	0	0
chrX	+	9	HLF	CIRCexplorer3	chrX:151611663-151625530	chrX:151611663-151625530/+	151611663	151625530	circ01541	1	1	20	20	0	0	0	0
chr7	+	10	NCI-H23	CIRCexplorer3	chr7:66240324-66241270	chr7:66240324-66241270/+	66240324	66241270	circ02701	1	1	20	20	0	0	0	0
chr1	+	22	HLF	CIRCexplorer3	chr1:92333390-92380873	chr1:92333390-92380873/+	92333390	92380873	circ02702	1	1	20	20	0	0	0	0
chr14	-	15	SW480	CIRCexplorer3	chr14:69116365-69122360	chr14:69116365-69122360/-	69116365	69122360	circ02703	1	1	8	8	0	0	0	0
chr6	-	8	HLF	CIRCexplorer3	chr6:99464603-99468618	chr6:99464603-99468618/-	99464603	99468618	circ02087	1	1	20	16	4	0	0	0
chr14	+	15	SW480	CIRCexplorer3	chr14:92126121-92143294	chr14:92126121-92143294/+	92126121	92143294	circ02704	1	1	17	12	5	0	0	0
chr3	-	12	SW480	CIRCexplorer3	chr3:47622206-47638780	chr3:47622206-47638780/-	47622206	47638780	circ02705	1	0	7	0	7	0	0	0
chr11	+	6	NCI-H23	CIRCexplorer3	chr11:66639699-66644140	chr11:66639699-66644140/+	66639699	66644140	circ02706	1	1	12	12	0	0	0	0
chr19	+	7	SW480	CIRCexplorer3	chr19:14441142-14446561	chr19:14441142-14446561/+	14441142	14446561	circ02707	1	1	1	1	0	0	0	0
chr9	-	40	NCI-H23	CIRCexplorer3	chr9:111386376-111391824	chr9:111386376-111391824/-	111386376	111391824	circ02708	1	1	12	12	0	0	0	0
chr17	-	6	HLF	CIRCexplorer3	chr17:1799856-1801024	chr17:1799856-1801024/-	1799856	1801024	circ02709	1	1	20	20	0	0	0	0
chr16	+	19	SW480	CIRCexplorer3	chr16:88598177-88611536	chr16:88598177-88611536/+	88598177	88611536	circ02710	0	0	0	0	0	0	0	0
chr2	-	15	HLF	CIRCexplorer3	chr2:109585125-109593119	chr2:109585125-109593119/-	109585125	109593119	circ02711	1	1	16	11	5	0	0	0
chr3	-	48	NCI-H23	CIRCexplorer3	chr3:47425484-47428670	chr3:47425484-47428670/-	47425484	47428670	circ02712	1	1	20	20	0	0	0	0
chr4	+	12	HLF	CIRCexplorer3	chr4:39737419-39745810	chr4:39737419-39745810/+	39737419	39745810	circ02713	1	1	2	2	0	0	0	0
chr3	+	8	NCI-H23	CIRCexplorer3	chr3:37294978-37302332	chr3:37294978-37302332/+	37294978	37302332	circ02714	1	1	20	20	0	0	0	0
chr8	-	19	SW480	CIRCexplorer3	chr8:100709132-100713181	chr8:100709132-100713181/-	100709132	100713181	circ02715	1	1	18	13	5	0	0	0
chr22	-	12	NCI-H23	CIRCexplorer3	chr22:42574679-42577962	chr22:42574679-42577962/-	42574679	42577962	circ02716	0	0	0	0	0	0	0	0
chr9	-	8	SW480	CIRCexplorer3	chr9:71690091-71698204	chr9:71690091-71698204/-	71690091	71698204	circ02717	1	1	20	20	0	0	0	0
chr1	+	9	HLF	CIRCexplorer3	chr1:81955876-81985355	chr1:81955876-81985355/+	81955876	81985355	circ02718	1	1	20	15	5	0	0	0
chr11	-	6	SW480	CIRCexplorer3	chr11:116784854-116787643	chr11:116784854-116787643/-	116784854	116787643	circ02719	1	1	7	7	0	0	0	0
chr6	-	6	NCI-H23	CIRCexplorer3	chr6:10400447-10402610	chr6:10400447-10402610/-	10400447	10402610	circ02720	1	1	3	3	0	0	0	0
chr12	-	7	HLF	CIRCexplorer3	chr12:26621122-26655852	chr12:26621122-26655852/-	26621122	26655852	circ02721	1	1	20	20	0	0	0	0
chr20	+	6	NCI-H23	CIRCexplorer3	chr20:62256056-62263691	chr20:62256056-62263691/+	62256056	62263691	circ02722	1	1	20	20	0	0	0	0
chr17	+	6	SW480	CIRCexplorer3	chr17:47664158-47678413	chr17:47664158-47678413/+	47664158	47678413	circ02723	1	1	15	15	0	0	0	0
chr11	+	7	SW480	CIRCexplorer3	chr11:68403482-68416527	chr11:68403482-68416527/+	68403482	68416527	circ02724	1	1	20	20	0	0	0	0
chr18	+	6	SW480	CIRCexplorer3	chr18:79448781-79451816	chr18:79448781-79451816/+	79448781	79451816	circ02725	1	1	4	3	1	0	0	0
chr9	+	7	HLF	CIRCexplorer3	chr9:137754170-137762820	chr9:137754170-137762820/+	137754170	137762820	circ02726	1	1	2	2	0	0	0	0
chr3	-	8	NCI-H23	CIRCexplorer3	chr3:119863418-119876508	chr3:119863418-119876508/-	119863418	119876508	circ02727	1	1	20	12	8	0	0	0
chr13	-	35	HLF	CIRCexplorer3	chr13:95206531-95210781	chr13:95206531-95210781/-	95206531	95210781	circ02728	1	1	7	3	4	0	0	0
chr22	-	9	SW480	CIRCexplorer3	chr22:49797804-49804360	chr22:49797804-49804360/-	49797804	49804360	circ02729	1	1	19	17	2	0	0	0
chr1	+	14	HLF	CIRCexplorer3	chr1:212863724-212885396	chr1:212863724-212885396/+	212863724	212885396	circ02730	1	1	20	18	2	0	0	0
chr20	-	7	NCI-H23	CIRCexplorer3	chr20:56381432-56388202	chr20:56381432-56388202/-	56381432	56388202	circ02731	1	1	6	6	0	0	0	0
chr11	+	68	NCI-H23	CIRCexplorer3	chr11:36227084-36227430	chr11:36227084-36227430/+	36227084	36227430	circ02732	1	1	16	16	0	0	0	0
chr2	+	10	NCI-H23	CIRCexplorer3	chr2:86740926-86753558	chr2:86740926-86753558/+	86740926	86753558	circ02733	1	1	8	2	6	0	0	0
chr10	-	56	HLF	CIRCexplorer3	chr10:5794884-5800705	chr10:5794884-5800705/-	5794884	5800705	circ02734	1	1	20	20	0	0	0	0
chr12	-	14	NCI-H23	CIRCexplorer3	chr12:128814774-128815070	chr12:128814774-128815070/-	128814774	128815070	circ02735	1	1	20	20	0	0	0	0
chr1	+	9	NCI-H23	CIRCexplorer3	chr1:150960562-150962158	chr1:150960562-150962158/+	150960562	150962158	circ02736	1	0	17	0	17	0	0	0
chr15	+	28	NCI-H23	CIRCexplorer3	chr15:92996956-93002317	chr15:92996956-93002317/+	92996956	93002317	circ02737	1	1	20	20	0	0	0	0
chr7	+	6	SW480	CIRCexplorer3	chr7:155706859-155766655	chr7:155706859-155766655/+	155706859	155766655	circ02738	1	1	6	6	0	0	0	0
chr11	+	6	HLF	CIRCexplorer3	chr11:34947505-34984728	chr11:34947505-34984728/+	34947505	34984728	circ02739	1	1	13	3	10	0	0	0
chr20	+	9	SW480	CIRCexplorer3	chr20:39001729-39006356	chr20:39001729-39006356/+	39001729	39006356	circ02740	1	1	20	20	0	0	0	0
chr8	-	9	NCI-H23	CIRCexplorer3	chr8:140818276-140879637	chr8:140818276-140879637/-	140818276	140879637	circ02741	1	0	3	0	3	0	0	0
chr17	+	15	HLF	CIRCexplorer3	chr17:66732687-66774067	chr17:66732687-66774067/+	66732687	66774067	circ02742	1	1	14	12	2	0	0	0
chr12	-	9	HLF	CIRCexplorer3	chr12:132851617-132853573	chr12:132851617-132853573/-	132851617	132853573	circ02743	0	0	0	0	0	0	0	0
chr1	-	14	NCI-H23	CIRCexplorer3	chr1:156743651-156745373	chr1:156743651-156745373/-	156743651	156745373	circ02744	1	0	11	0	11	0	0	0
chr1	-	8	SW480	CIRCexplorer3	chr1:30964673-30981405	chr1:30964673-30981405/-	30964673	30981405	circ02745	1	1	20	13	7	0	0	0
chr7	+	9	NCI-H23	CIRCexplorer3	chr7:127694827-127707647	chr7:127694827-127707647/+	127694827	127707647	circ02746	0	0	0	0	0	0	0	0
chr14	-	7	SW480	CIRCexplorer3	chr14:52470036-52491005	chr14:52470036-52491005/-	52470036	52491005	circ02747	1	1	20	20	0	0	0	0
chr3	-	20	SW480	CIRCexplorer3	chr3:126459652-126472305	chr3:126459652-126472305/-	126459652	126472305	circ02748	1	1	13	9	4	0	0	0
chr7	-	6	HLF	CIRCexplorer3	chr7:5740972-5741815	chr7:5740972-5741815/-	5740972	5741815	circ02749	1	1	20	20	0	0	0	0
chr2	+	10	SW480	CIRCexplorer3	chr2:48498492-48511468	chr2:48498492-48511468/+	48498492	48511468	circ02750	1	1	20	20	0	0	0	0
chr5	+	12	HLF	CIRCexplorer3	chr5:73773854-73795391	chr5:73773854-73795391/+	73773854	73795391	circ02751	1	1	20	13	7	0	0	0
chr12	+	61	HLF	CIRCexplorer3	chr12:27368261-27380404	chr12:27368261-27380404/+	27368261	27380404	circ02752	1	1	9	9	0	0	0	0
chr2	+	9	SW480	CIRCexplorer3	chr2:241654545-241668685	chr2:241654545-241668685/+	241654545	241668685	circ00349	1	1	2	2	0	0	0	0
chr11	-	76	HLF	CIRCexplorer3	chr11:85996825-86031611	chr11:85996825-86031611/-	85996825	86031611	circ02753	1	1	20	20	0	0	0	0
chr4	+	216	HLF	CIRCexplorer3	chr4:185247293-185267155	chr4:185247293-185267155/+	185247293	185267155	circ02754	1	0	20	0	20	0	0	0
chr1	-	12	NCI-H23	CIRCexplorer3	chr1:211778917-211793190	chr1:211778917-211793190/-	211778917	211793190	circ02755	1	1	20	20	0	0	0	0
chr9	+	28	HLF	CIRCexplorer3	chr9:17330631-17342444	chr9:17330631-17342444/+	17330631	17342444	circ02756	1	1	13	13	0	0	0	0
chr7	-	14	SW480	CIRCexplorer3	chr7:102638713-102640773	chr7:102638713-102640773/-	102638713	102640773	circ02757	1	1	19	19	0	0	0	0
chr11	+	8	NCI-H23	CIRCexplorer3	chr11:9713465-9732710	chr11:9713465-9732710/+	9713465	9732710	circ02758	1	1	5	5	0	0	0	0
chr7	-	7	NCI-H23	CIRCexplorer3	chr7:2213211-2225550	chr7:2213211-2225550/-	2213211	2225550	circ02759	1	0	9	0	9	0	0	0
chr1	+	8	HLF	CIRCexplorer3	chr1:172555868-172557794	chr1:172555868-172557794/+	172555868	172557794	circ02760	1	1	13	13	0	0	0	0
chr12	+	6	HLF	CIRCexplorer3	chr12:110292019-110296737	chr12:110292019-110296737/+	110292019	110296737	circ02761	1	1	20	20	0	0	0	0
chr20	+	10	SW480	CIRCexplorer3	chr20:49074784-49089746	chr20:49074784-49089746/+	49074784	49089746	circ02762	1	0	12	0	12	0	0	0
chr2	-	6	SW480	CIRCexplorer3	chr2:106112645-106145370	chr2:106112645-106145370/-	106112645	106145370	circ02763	1	1	17	17	0	0	0	0
chr13	-	8	HLF	CIRCexplorer3	chr13:24903925-24913091	chr13:24903925-24913091/-	24903925	24913091	circ02764	1	1	20	20	0	0	0	0
chr13	-	29	HLF	CIRCexplorer3	chr13:78635109-78644997	chr13:78635109-78644997/-	78635109	78644997	circ02765	1	1	20	20	0	0	0	0
chr15	-	8	SW480	CIRCexplorer3	chr15:90980883-90981981	chr15:90980883-90981981/-	90980883	90981981	circ01840	1	1	20	20	0	0	0	0
chr12	+	6	NCI-H23	CIRCexplorer3	chr12:112450317-112456063	chr12:112450317-112456063/+	112450317	112456063	circ02766	1	1	20	19	1	0	0	0
chr4	+	15	SW480	CIRCexplorer3	chr4:25333182-25333988	chr4:25333182-25333988/+	25333182	25333988	circ02767	1	1	20	16	4	0	0	0
chr14	-	24	SW480	CIRCexplorer3	chr14:31127784-31133675	chr14:31127784-31133675/-	31127784	31133675	circ02768	1	1	20	20	0	0	0	0
chr12	-	25	SW480	CIRCexplorer3	chr12:44774746-44875900	chr12:44774746-44875900/-	44774746	44875900	circ02769	1	1	14	13	1	0	0	0
chr17	-	11	HLF	CIRCexplorer3	chr17:75651185-75666620	chr17:75651185-75666620/-	75651185	75666620	circ02770	1	1	20	13	7	0	0	0
chr2	-	12	NCI-H23	CIRCexplorer3	chr2:171046173-171050174	chr2:171046173-171050174/-	171046173	171050174	circ00609	1	1	20	15	5	0	0	0
chr2	+	37	NCI-H23	CIRCexplorer3	chr2:189791789-189805754	chr2:189791789-189805754/+	189791789	189805754	circ02771	1	1	16	11	5	0	0	0
chr20	-	22	HLF	CIRCexplorer3	chr20:49269941-49271750	chr20:49269941-49271750/-	49269941	49271750	circ01539	1	1	20	20	0	0	0	0
chr17	+	23	NCI-H23	CIRCexplorer3	chr17:47664158-47674782	chr17:47664158-47674782/+	47664158	47674782	circ02772	1	1	20	20	0	0	0	0
chr2	+	11	SW480	CIRCexplorer3	chr2:235750353-235807331	chr2:235750353-235807331/+	235750353	235807331	circ02773	1	0	3	0	3	0	0	0
chr16	+	7	NCI-H23	CIRCexplorer3	chr16:2757471-2760499	chr16:2757471-2760499/+	2757471	2760499	circ02774	1	1	20	2	18	0	0	0
chr1	+	6	HLF	CIRCexplorer3	chr1:62444737-62445429	chr1:62444737-62445429/+	62444737	62445429	circ02775	1	1	20	20	0	0	0	0
chr12	+	245	SW480	CIRCexplorer3	chr12:69251128-69262562	chr12:69251128-69262562/+	69251128	69262562	circ02776	1	1	20	20	0	0	0	0
chr11	-	18	HLF	CIRCexplorer3	chr11:128480190-128490576	chr11:128480190-128490576/-	128480190	128490576	circ02777	1	1	20	20	0	0	0	0
chr12	-	465	NCI-H23	CIRCexplorer3	chr12:95208842-95211267	chr12:95208842-95211267/-	95208842	95211267	circ02778	1	1	14	14	0	0	0	0
chr13	+	6	HLF	CIRCexplorer3	chr13:111217678-111233293	chr13:111217678-111233293/+	111217678	111233293	circ02779	1	1	17	17	0	0	0	0
chr11	-	6	HLF	CIRCexplorer3	chr11:45965314-45979966	chr11:45965314-45979966/-	45965314	45979966	circ02780	1	1	20	20	0	0	0	0
chr6	-	8	NCI-H23	CIRCexplorer3	chr6:16585779-16657901	chr6:16585779-16657901/-	16585779	16657901	circ02781	1	1	15	15	0	0	0	0
chr6	+	15	NCI-H23	CIRCexplorer3	chr6:75659261-75678927	chr6:75659261-75678927/+	75659261	75678927	circ02782	1	1	14	14	0	0	0	0
chr11	+	7	SW480	CIRCexplorer3	chr11:110136662-110137414	chr11:110136662-110137414/+	110136662	110137414	circ02783	1	1	20	20	0	0	0	0
chr4	+	13	HLF	CIRCexplorer3	chr4:2657802-2690970	chr4:2657802-2690970/+	2657802	2690970	circ02784	1	0	16	0	16	0	0	0
chr1	-	7	SW480	CIRCexplorer3	chr1:243613670-243695716	chr1:243613670-243695716/-	243613670	243695716	circ02785	1	1	4	4	0	0	0	0
chr9	-	9	HLF	CIRCexplorer3	chr9:33986759-33998864	chr9:33986759-33998864/-	33986759	33998864	circ02786	1	1	3	3	0	0	0	0
chrX	-	38	NCI-H23	CIRCexplorer3	chrX:80288905-80310233	chrX:80288905-80310233/-	80288905	80310233	circ02787	1	1	2	2	0	0	0	0
chr7	+	7	SW480	CIRCexplorer3	chr7:6153755-6157055	chr7:6153755-6157055/+	6153755	6157055	circ02788	0	0	0	0	0	0	0	0
chr1	-	8	NCI-H23	CIRCexplorer3	chr1:50535368-50596216	chr1:50535368-50596216/-	50535368	50596216	circ02789	1	1	10	10	0	0	0	0
chr4	+	14	NCI-H23	CIRCexplorer3	chr4:143543508-143543972	chr4:143543508-143543972/+	143543508	143543972	circ02790	1	1	20	20	0	0	0	0
chr2	+	9	NCI-H23	CIRCexplorer3	chr2:218580560-218592707	chr2:218580560-218592707/+	218580560	218592707	circ02791	1	1	20	20	0	0	0	0
chr18	+	26	HLF	CIRCexplorer3	chr18:9524593-9525851	chr18:9524593-9525851/+	9524593	9525851	circ02792	1	1	20	20	0	0	0	0
chr13	+	13	HLF	CIRCexplorer3	chr13:100301459-100368574	chr13:100301459-100368574/+	100301459	100368574	circ02793	1	1	13	12	1	0	0	0
chr1	-	6	NCI-H23	CIRCexplorer3	chr1:154172907-154176248	chr1:154172907-154176248/-	154172907	154176248	circ02794	0	0	0	0	0	0	0	0
chr10	-	19	HLF	CIRCexplorer3	chr10:32908367-32935558	chr10:32908367-32935558/-	32908367	32935558	circ02795	1	1	10	5	5	0	0	0
chr13	-	24	SW480	CIRCexplorer3	chr13:32517856-32527532	chr13:32517856-32527532/-	32517856	32527532	circ02644	1	1	20	20	0	0	0	0
chr10	-	23	HLF	CIRCexplorer3	chr10:67954594-67966802	chr10:67954594-67966802/-	67954594	67966802	circ02796	1	1	20	20	0	0	0	0
chr13	+	14	SW480	CIRCexplorer3	chr13:19959957-20006586	chr13:19959957-20006586/+	19959957	20006586	circ02797	1	0	20	0	20	0	0	0
chr10	+	16	HLF	CIRCexplorer3	chr10:92893348-92899644	chr10:92893348-92899644/+	92893348	92899644	circ02798	1	1	20	5	15	0	0	0
chr9	+	13	HLF	CIRCexplorer3	chr9:93471140-93516269	chr9:93471140-93516269/+	93471140	93516269	circ02799	1	1	14	14	0	0	0	0
chr11	+	10	SW480	CIRCexplorer3	chr11:44107682-44171742	chr11:44107682-44171742/+	44107682	44171742	circ02800	1	1	20	20	0	0	0	0
chr10	-	51	HLF	CIRCexplorer3	chr10:5773841-5800705	chr10:5773841-5800705/-	5773841	5800705	circ02801	1	1	20	20	0	0	0	0
chr4	-	318	HLF	CIRCexplorer3	chr4:1225359-1241519	chr4:1225359-1241519/-	1225359	1241519	circ02802	1	1	18	18	0	0	0	0
chr10	+	35	HLF	CIRCexplorer3	chr10:68959805-68960249	chr10:68959805-68960249/+	68959805	68960249	circ02449	1	1	20	20	0	0	0	0
chr18	+	15	HLF	CIRCexplorer3	chr18:54277702-54287411	chr18:54277702-54287411/+	54277702	54287411	circ02803	1	1	20	20	0	0	0	0
chr15	+	84	NCI-H23	CIRCexplorer3	chr15:41696074-41699159	chr15:41696074-41699159/+	41696074	41699159	circ02804	1	1	20	18	2	0	0	0
chr2	+	10	SW480	CIRCexplorer3	chr2:230442936-230450255	chr2:230442936-230450255/+	230442936	230450255	circ02805	1	1	20	14	6	0	0	0
chr11	+	12	SW480	CIRCexplorer3	chr11:44107682-44114301	chr11:44107682-44114301/+	44107682	44114301	circ02806	1	1	20	18	2	0	0	0
chr3	+	6	SW480	CIRCexplorer3	chr3:31579808-31580096	chr3:31579808-31580096/+	31579808	31580096	circ02807	1	1	20	20	0	0	0	0
chr21	+	7	SW480	CIRCexplorer3	chr21:15777903-15842540	chr21:15777903-15842540/+	15777903	15842540	circ02808	1	1	20	19	1	0	0	0
chr17	+	6	SW480	CIRCexplorer3	chr17:1842802-1883944	chr17:1842802-1883944/+	1842802	1883944	circ02809	1	1	9	7	2	0	0	0
chr7	-	10	SW480	CIRCexplorer3	chr7:157621361-157682937	chr7:157621361-157682937/-	157621361	157682937	circ02810	1	1	11	11	0	0	0	0
chr12	+	8	NCI-H23	CIRCexplorer3	chr12:95287663-95296258	chr12:95287663-95296258/+	95287663	95296258	circ02811	1	1	20	20	0	0	0	0
chr17	-	10	HLF	CIRCexplorer3	chr17:51014231-51021365	chr17:51014231-51021365/-	51014231	51021365	circ02812	1	1	20	20	0	0	0	0
chr3	+	7	NCI-H23	CIRCexplorer3	chr3:15032378-15034809	chr3:15032378-15034809/+	15032378	15034809	circ02813	1	1	10	8	2	0	0	0
chr3	-	12	HLF	CIRCexplorer3	chr3:56669699-56673725	chr3:56669699-56673725/-	56669699	56673725	circ02814	1	1	8	8	0	0	0	0
chr10	-	9	NCI-H23	CIRCexplorer3	chr10:101792838-101810314	chr10:101792838-101810314/-	101792838	101810314	circ02815	1	1	20	20	0	0	0	0
chr7	+	7	SW480	CIRCexplorer3	chr7:27748517-27769834	chr7:27748517-27769834/+	27748517	27769834	circ02816	1	1	20	20	0	0	0	0
chr4	-	6	HLF	CIRCexplorer3	chr4:150850723-150916738	chr4:150850723-150916738/-	150850723	150916738	circ02817	1	1	20	20	0	0	0	0
chr5	-	6	NCI-H23	CIRCexplorer3	chr5:32414968-32420103	chr5:32414968-32420103/-	32414968	32420103	circ02818	1	1	20	20	0	0	0	0
chr8	-	7	HLF	CIRCexplorer3	chr8:66572481-66602523	chr8:66572481-66602523/-	66572481	66602523	circ02819	1	1	20	20	0	0	0	0
chr17	-	21	HLF	CIRCexplorer3	chr17:4066446-4072756	chr17:4066446-4072756/-	4066446	4072756	circ02688	1	1	11	11	0	0	0	0
chr5	-	6	SW480	CIRCexplorer3	chr5:131670462-131677872	chr5:131670462-131677872/-	131670462	131677872	circ02820	1	1	20	20	0	0	0	0
chr12	+	36	HLF	CIRCexplorer3	chr12:45331294-45357424	chr12:45331294-45357424/+	45331294	45357424	circ02821	1	1	20	20	0	0	0	0
chr9	+	26	NCI-H23	CIRCexplorer3	chr9:106923353-106935621	chr9:106923353-106935621/+	106923353	106935621	circ02407	1	1	20	20	0	0	0	0
chr6	+	7	NCI-H23	CIRCexplorer3	chr6:18159882-18171479	chr6:18159882-18171479/+	18159882	18171479	circ02822	1	1	20	20	0	0	0	0
chr2	+	7	HLF	CIRCexplorer3	chr2:120278614-120289757	chr2:120278614-120289757/+	120278614	120289757	circ02823	1	1	15	15	0	0	0	0
chr1	-	11	NCI-H23	CIRCexplorer3	chr1:1804418-1817875	chr1:1804418-1817875/-	1804418	1817875	circ02824	1	1	12	12	0	0	0	0
chr9	-	11	NCI-H23	CIRCexplorer3	chr9:5968018-5988545	chr9:5968018-5988545/-	5968018	5988545	circ02825	1	1	20	20	0	0	0	0
chr15	+	7	SW480	CIRCexplorer3	chr15:57231151-57234107	chr15:57231151-57234107/+	57231151	57234107	circ02826	1	1	16	16	0	0	0	0
chr17	-	21	SW480	CIRCexplorer3	chr17:49311311-49312845	chr17:49311311-49312845/-	49311311	49312845	circ02508	1	1	20	20	0	0	0	0
chr4	+	16	HLF	CIRCexplorer3	chr4:109462900-109463644	chr4:109462900-109463644/+	109462900	109463644	circ02827	1	1	20	20	0	0	0	0
chr18	+	7	NCI-H23	CIRCexplorer3	chr18:62539680-62576652	chr18:62539680-62576652/+	62539680	62576652	circ02828	1	1	20	20	0	0	0	0
chr7	-	38	SW480	CIRCexplorer3	chr7:100819556-100820296	chr7:100819556-100820296/-	100819556	100820296	circ02829	1	1	16	16	0	0	0	0
chr11	+	7	NCI-H23	CIRCexplorer3	chr11:108673466-108679560	chr11:108673466-108679560/+	108673466	108679560	circ02830	0	0	0	0	0	0	0	0
chr2	-	7	SW480	CIRCexplorer3	chr2:168138087-168182090	chr2:168138087-168182090/-	168138087	168182090	circ02831	1	1	10	10	0	0	0	0
chr21	-	7	NCI-H23	CIRCexplorer3	chr21:45525816-45532148	chr21:45525816-45532148/-	45525816	45532148	circ02832	0	0	0	0	0	0	0	0
chr1	+	655	SW480	CIRCexplorer3	chr1:117402185-117420649	chr1:117402185-117420649/+	117402185	117420649	circ02833	1	1	20	15	5	0	0	0
chr18	-	6	SW480	CIRCexplorer3	chr18:9588088-9588853	chr18:9588088-9588853/-	9588088	9588853	circ02834	1	1	18	18	0	0	0	0
chr11	-	12	HLF	CIRCexplorer3	chr11:18291441-18292019	chr11:18291441-18292019/-	18291441	18292019	circ02835	1	1	20	20	0	0	0	0
chr2	+	8	HLF	CIRCexplorer3	chr2:135129994-135135932	chr2:135129994-135135932/+	135129994	135135932	circ02836	1	0	19	0	19	0	0	0
chr5	-	9	HLF	CIRCexplorer3	chr5:138561579-138567722	chr5:138561579-138567722/-	138561579	138567722	circ02837	1	1	20	13	7	0	0	0
chr19	+	7	HLF	CIRCexplorer3	chr19:1032391-1032696	chr19:1032391-1032696/+	1032391	1032696	circ02838	1	1	17	13	4	0	0	0
chr11	+	17	HLF	CIRCexplorer3	chr11:22203803-22227586	chr11:22203803-22227586/+	22203803	22227586	circ02839	1	0	1	0	1	0	0	0
chr10	+	8	HLF	CIRCexplorer3	chr10:72715110-72715902	chr10:72715110-72715902/+	72715110	72715902	circ02840	1	1	20	11	9	0	0	0
chr11	-	25	NCI-H23	CIRCexplorer3	chr11:46493607-46508370	chr11:46493607-46508370/-	46493607	46508370	circ02841	1	1	13	4	9	0	0	0
chr7	+	7	NCI-H23	CIRCexplorer3	chr7:156966269-156967092	chr7:156966269-156967092/+	156966269	156967092	circ02668	1	1	20	20	0	0	0	0
chr9	-	57	HLF	CIRCexplorer3	chr9:33986759-34017189	chr9:33986759-34017189/-	33986759	34017189	circ02842	1	1	20	20	0	0	0	0
chr12	-	6	NCI-H23	CIRCexplorer3	chr12:46239678-46243314	chr12:46239678-46243314/-	46239678	46243314	circ02843	1	1	20	17	3	0	0	0
chr21	+	9	HLF	CIRCexplorer3	chr21:37108391-37152029	chr21:37108391-37152029/+	37108391	37152029	circ02844	1	1	10	2	8	0	0	0
chr1	+	155	SW480	CIRCexplorer3	chr1:45824432-45829581	chr1:45824432-45829581/+	45824432	45829581	circ02845	1	1	20	20	0	0	0	0
chr2	-	14	HLF	CIRCexplorer3	chr2:224535527-224557856	chr2:224535527-224557856/-	224535527	224557856	circ02142	1	1	20	20	0	0	0	0
chr9	-	47	HLF	CIRCexplorer3	chr9:85669484-85712566	chr9:85669484-85712566/-	85669484	85712566	circ02305	1	1	13	13	0	0	0	0
chr12	-	10	SW480	CIRCexplorer3	chr12:124419956-124457162	chr12:124419956-124457162/-	124419956	124457162	circ02846	1	1	2	2	0	0	0	0
